genome	mge_genome_position	IS_Tn	Integron	Phage	Phage_like	Conjugative_element	Mobility_island	mge_length	phage_genes	conjugation_genes	recombinase
446.SAMEA2080609	446.SAMEA2080609.FJGO01000004:215070-323666	1	0	0	0	1	0	108596	0	13	DDE_Tnp_ISL3,Int_SXT
39490.SAMEA3545299	39490.SAMEA3545299.CYYA01000013:63679-93835	2	0	0	0	1	0	30156	0	2	MobA_MobL,ser_lsr,DEDD_Tnp_IS110,Transposase_mut,MobA_MobL
1413541.SAMN02391368	1413541.SAMN02391368.KK225230:60669-73153	1	0	0	1	0	0	12484	0	0	ser_lsr,Phage_integrase,TnpA
1158538.SAMN00809192	1158538.SAMN00809192.KB821500:764574-824208	4	0	0	0	1	0	59634	0	1	DDE_Tnp_IS240,Rep_1,Rep_1,Mob_Pre,DDE_Tnp_IS240,Phage_integrase,TnpA,ser_lsr,rve
1158538.SAMN00809192	1158538.SAMN00809192.KB821500:2556505-2564188	1	0	0	1	0	0	7683	0	0	Phage_integrase,TnpA
1307.SAMEA1566192	1307.SAMEA1566192.FINB01000015:124-7927	3	0	0	1	0	0	7803	0	0	DDE_Tnp_IS66,DDE_Tnp_IS66,rve,Phage_integrase
1313.SAMEA2061484	1313.SAMEA2061484.CMOK01000005:8210-88044	1	0	0	0	1	0	79834	0	6	Xer,Int_Tn916,Relaxase,huh_y1,Phage_integrase,Phage_integrase
562.SAMN02801836	562.SAMN02801836.JSRV01000159:384-8607	1	0	0	0	0	1	8223	0	0	DDE_Tnp_IS1,Int_SXT
90371.SAMN06448837	90371.SAMN06448837.MZYT01000003:282-93692	4	0	0	0	1	0	93410	0	15	TrwC,Phage_integrase,DDE_3,rve,ser_ce,Transposase_31
1307.SAMEA3233982	1307.SAMEA3233982.CEJJ01000001:89349-97156	3	0	0	1	0	0	7807	0	0	Phage_integrase,rve,DDE_Tnp_IS66,DDE_Tnp_IS66
1307.SAMEA3233982	1307.SAMEA3233982.CEJJ01000001:819-83563	1	0	0	0	1	0	82744	0	6	ser_lsr,Int_Tn916,Relaxase,DDE_Tnp_1_3,Xer
1285581.SAMN01911283	1285581.SAMN01911283.AOIH01000019:236-110708	2	0	1	0	0	0	110472	4	0	DDE_Tnp_Tn3,ser_ce,ser_ce,DDE_Tnp_Tn3,Cyan,DDE_Tnp_Tn3,Phage_integrase,DDE_Tnp_Tn3,Cyan,DDE_Tnp_1,rve
562.SAMN03784983	562.SAMN03784983.LGLY01000083:249-44549	1	0	0	0	1	0	44300	0	15	TrwC,huh_y2
1444268.SAMN02687523	1444268.SAMN02687523.JNRN01000018:40931-106516	1	0	0	1	0	0	65585	0	0	DDE_Tnp_IS1,Phage_integrase,Phage_integrase
1351.SAMN03197297	1351.SAMN03197297.JVTX01000062:295-43942	1	0	0	0	1	0	43647	0	1	Transposase_mut,Int_Tn916,Int_Tn916
90370.SAMEA1929455	90370.SAMEA1929455.CJIW01000001:83979-96461	1	0	0	1	0	0	12482	0	0	Transposase_mut,Phage_integrase
216599.SAMN00792435	216599.SAMN00792435.ADUU01000025:36306-41849	2	0	0	1	0	0	5543	0	0	Phage_integrase,rve,Phage_integrase,rve
1151116.SAMN02603118	1151116.SAMN02603118.CP003403:3870559-4423036	2	0	1	0	0	0	552477	21	0	Phage_integrase,Phage_GPA,DDE_Tnp_1,DDE_Tnp_1
1151116.SAMN02603118	1151116.SAMN02603118.CP003403:624500-852945	2	0	1	0	0	0	228445	11	0	DDE_Tnp_1,DDE_Tnp_1,Phage_GPA,Xer
1151116.SAMN02603118	1151116.SAMN02603118.CP003403:1607094-1958374	1	0	1	0	0	0	351280	13	0	ser_ce,Phage_integrase
1151116.SAMN02603118	1151116.SAMN02603118.CP003403:1268876-1598807	1	0	1	0	0	0	329931	19	0	Transposase_20,Phage_integrase,Phage_GPA
1151116.SAMN02603118	1151116.SAMN02603118.CP003403:2147722-3141655	4	0	1	0	0	0	993933	3	0	Phage_integrase,Transposase_20,DDE_Tnp_1,Transposase_20,DDE_Tnp_1,Phage_integrase
1151116.SAMN02603118	1151116.SAMN02603118.CP003403:1958821-2147148	4	0	0	0	1	0	188327	0	6	rve_3,rve_3,Phage_integrase,DEDD_Tnp_IS110,DDE_Tnp_1_5,Int_SXT
1313.SAMEA1029097	1313.SAMEA1029097.CLYG01000005:143-75846	2	0	0	0	1	0	75703	0	5	rve,DDE_Tnp_ISL3,Int_Tn916
1313.SAMEA2239058	1313.SAMEA2239058.FCQQ01000001:179520-226737	1	0	0	0	1	0	47217	0	2	huh_y1,Phage_integrase,Phage_integrase
475609.PRJEB50	475609.PRJEB50.HE962388:2816828-2838286	1	0	0	0	0	1	21458	0	0	Int_SXT,rve
475609.PRJEB50	475609.PRJEB50.HE962388:544801-599924	2	0	1	0	0	0	55123	2	0	Int_P2,ser_ce,DDE_Tnp_1
475609.PRJEB50	475609.PRJEB50.HE962388:4582640-4737799	7	0	0	1	0	0	155159	0	0	Int_SXT,DDE_Tnp_1,rve_3,DDE_Tnp_IS1,rve,DDE_Tnp_IS66,DDE_Tnp_IS66,Phage_integrase,Phage_integrase,Transposase_31
475609.PRJEB50	475609.PRJEB50.HE962388:4345826-4372737	1	0	0	0	0	1	26911	1	0	rve,Int_P2
475609.PRJEB50	475609.PRJEB50.HE962388:1660084-1694131	1	0	1	0	0	0	34047	5	0	ser_ce,rve,Int_BPP-1
1639.SAMN02741492	1639.SAMN02741492.JOXJ01000021:135-19893	4	0	0	1	0	0	19758	0	0	rve,rve,rve,ser_ce,Phage_integrase
1313.SAMN06562555	1313.SAMN06562555.NAOG01000003:25441-58042	1	0	0	0	1	0	32601	0	3	ser_ce,DDE_Tnp_Tn3,Int_Tn916
656398.SAMN02596700	656398.SAMN02596700.JH590473:560808-642174	2	0	0	0	0	1	81366	0	0	Int_SXT,DDE_Tnp_IS1,rve
656398.SAMN02596700	656398.SAMN02596700.JH590473:277974-438070	4	0	0	0	1	0	160096	0	1	DDE_Tnp_IS1,Phage_integrase,Phage_integrase,rve,Transposase_20,DDE_3,IntKX
573.SAMEA4362639	573.SAMEA4362639.FWMN01000003:324287-416514	3	0	0	1	0	0	92227	0	0	DDE_3,DDE_Tnp_IS66,DDE_Tnp_IS1,Phage_integrase
1280.SAMEA1463397	1280.SAMEA1463397.CSLR01000027:14-23175	3	0	0	0	1	0	23161	0	1	rve,Rep_1,Mob_Pre,Mob_Pre,rve,DDE_Tnp_IS240
303.SAMN04867918	303.SAMN04867918.MCBJ01000002:106-98765	2	0	0	0	1	0	98659	0	6	Phage_integrase,DDE_Tnp_Tn3,ser_ce,DDE_Tnp_1
287.SAMN04436514	287.SAMN04436514.LSAF01000019:110283-287994	2	0	0	0	0	1	177711	4	19	Phage_integrase,DDE_Tnp_ISL3,DDE_Tnp_1,Int_SXT
287.SAMN04128707	287.SAMN04128707.LLTQ01000149:1-44789	1	0	0	1	0	0	44788	0	0	rve_3,Phage_integrase,Phage_integrase,Phage_integrase
1432557.SAMEA3138850	1432557.SAMEA3138850.CBWP010000055:74074-112561	5	0	0	1	0	0	38487	0	0	Phage_integrase,Phage_integrase,Transposase_20,rve_3,rve,DDE_Tnp_IS66,rve
1163743.SAMN02603197	1163743.SAMN02603197.CP003486:1346315-1367493	4	0	0	0	1	0	21178	0	1	Phage_integrase,OrfB_IS605,ser_tn,OrfB_IS605,huh_y1
1307.SAMEA3233925	1307.SAMEA3233925.CEEY01000001:32681-41368	3	0	0	1	0	0	8687	0	0	DDE_Tnp_IS66,DDE_Tnp_IS66,rve,Phage_integrase
1744.SAMN05982163	1744.SAMN05982163.CP018002:2191204-2257898	9	0	0	1	0	0	66694	0	0	DDE_Tnp_ISL3,DDE_Tnp_ISL3,DDE_Tnp_ISL3,DDE_Tnp_ISL3,DDE_Tnp_ISL3,rve,rve,Phage_integrase,rve,rve
571.SAMEA2273583	571.SAMEA2273583.FLDT01000033:610-22676	2	0	0	0	1	0	22066	0	1	rve_3,Transposase_mut
630.SAMN06187705	630.SAMN06187705.MTCV01000029:204-53977	4	0	0	0	1	0	53773	0	15	ser_ce,Transposase_31,DDE_Tnp_IS240,DDE_Tnp_IS240,DDE_Tnp_Tn3,TrwC
550685.SAMN02596699	550685.SAMN02596699.JH590535:21120-49146	1	0	0	0	0	1	28026	0	0	Int_SXT,DDE_Tnp_IS66
1313.SAMEA1025964	1313.SAMEA1025964.CKYG01000002:67405-92988	1	0	0	0	0	1	25583	0	0	DDE_Tnp_1_4,ser_lsr
1313.SAMEA1025732	1313.SAMEA1025732.CKUG01000001:106441-132978	1	0	0	0	1	0	26537	0	1	ser_lsr,ser_lsr,ser_lsr,DDE_Tnp_1,Relaxase
1422392.SAMN02403975	1422392.SAMN02403975.KK226619:154-3865	1	0	0	0	0	1	3711	0	0	ser_lsr,DDE_Tnp_IS240
1413449.SAMN02391276	1413449.SAMN02391276.KK226494:40827-49600	1	0	0	1	0	0	8773	0	0	Phage_integrase,TnpA
670.SAMN03107386	670.SAMN03107386.LBHP01000010:118323-186186	1	0	0	0	0	1	67863	0	0	rve_3,Int_P2
1783512.SAMN06050723	1783512.SAMN06050723.MPVQ01000042:92-65055	1	0	0	0	1	0	64963	0	2	MobA_MobL,Relaxase,DDE_3
90370.SAMEA2603156	90370.SAMEA2603156.FFNA01000005:151879-190701	1	0	0	0	0	1	38822	0	0	rve_3,Int_SXT
1828.SAMN05846348	1828.SAMN05846348.MKKY01000056:35-12458	2	0	0	1	0	0	12423	0	0	rve,Phage_integrase,DDE_Tnp_Tn3
573.SAMEA2273695	573.SAMEA2273695.FLJB01000020:35-51325	1	0	0	0	1	0	51290	0	15	DDE_Tnp_Tn3,ser_ce,TrwC
1201292.SAMEA4534526	1201292.SAMEA4534526.FPEB01000020:550-7510	1	0	0	0	0	1	6960	0	0	ser_lsr,DDE_Tnp_1_4
546365.SAMN04489731	546365.SAMN04489731.FOPQ01000006:508304-522364	1	0	0	1	0	0	14060	0	0	Phage_integrase,Transposase_mut
979218.SAMN00993288	979218.SAMN00993288.AKHB01000004:1-46200	1	0	0	0	1	0	46199	0	3	huh_y1,ser_ce
287.SAMEA3374660	287.SAMEA3374660.CVXH01000132:56-57610	1	0	0	0	1	0	57554	0	1	Phage_integrase,Int_BPP-1,DDE_Tnp_IS66
149539.SAMN06073967	149539.SAMN06073967.MZPB01000024:304-35376	5	0	0	1	0	0	35072	0	0	Phage_integrase,huh_y1,DDE_3,rve,ser_ce,Transposase_31
562.SAMN02801823	562.SAMN02801823.JSSI01000050:53-5538	1	0	0	1	0	0	5485	0	0	DDE_Tnp_IS240,Phage_integrase
573.SAMN03280335	573.SAMN03280335.KQ088901:3-13840	2	0	0	0	1	0	13837	0	2	DDE_Tnp_Tn3,ser_ce,DDE_Tnp_IS240
1447534.SAMN02584692	1447534.SAMN02584692.KK212579:1-45466	1	0	0	1	0	0	45465	0	0	rve_3,Phage_integrase
46170.SAMEA3139081	46170.SAMEA3139081.CBZD010000054:38-10395	1	0	0	0	0	1	10357	0	0	Rep_1,Rep_1,DDE_Tnp_IS240
675810.SAMN02393823	675810.SAMN02393823.ACZT01000027:32-77315	3	0	0	1	0	0	77283	0	0	Phage_integrase,DDE_Tnp_1_5,DDE_Tnp_1_5,DDE_Tnp_1_5
1413336.SAMN02391163	1413336.SAMN02391163.KK220878:16232-35594	2	0	0	0	1	0	19362	0	3	Int_Tn916,DDE_Tnp_1,DDE_Tnp_1
1313.SAMEA1028981	1313.SAMEA1028981.CLWX01000021:22669-39615	1	0	0	1	0	0	16946	0	0	Phage_integrase,DDE_3
287.SAMN04128709	287.SAMN04128709.LLTS01000112:1-36346	1	0	0	1	0	0	36345	0	0	rve_3,Phage_integrase
1307.SAMEA1316512	1307.SAMEA1316512.FIFP01000013:107-54289	2	0	1	0	0	0	54182	9	0	DEDD_Tnp_IS110,ser_lsr,ser_lsr,DDE_Tnp_ISL3
1280.SAMEA1030332	1280.SAMEA1030332.CUBW01000015:12335-42439	1	0	0	0	0	1	30104	0	0	ser_lsr,DDE_Tnp_1
1307.SAMEA3233753	1307.SAMEA3233753.CDSK01000009:93575-172205	1	0	0	0	1	0	78630	0	6	DDE_Tnp_1_4,ser_lsr,Int_Tn916,Relaxase,Int_Tn916
1185650.SAMEA2275767	1185650.SAMEA2275767.FVPD01000008:133-81178	1	0	0	1	0	0	81045	0	0	TnpA,Phage_integrase
101571.SAMN03449461	101571.SAMN03449461.LPEN01000101:243-102499	1	0	0	1	0	0	102256	1	0	Phage_integrase,TnpR
1661037.SAMD00031657	1661037.SAMD00031657.BCAY01000066:422-46206	1	0	0	0	1	0	45784	0	11	Phage_integrase,rve
562.SAMN04420271	562.SAMN04420271.LRKQ01000034:14-15105	2	0	0	0	0	1	15091	0	0	rve,DDE_Tnp_IS1,Int_SXT
1280.SAMEA1317419	1280.SAMEA1317419.FGDI01000028:94-7388	1	0	0	1	0	0	7294	0	0	TnpA,Phage_integrase
1562887.SAMN03121018	1562887.SAMN03121018.JWIO01000025:190-92388	1	0	0	0	0	1	92198	1	0	cas1,Int_Tn916
244292.SAMN03734848	244292.SAMN03734848.LDPP01000058:16759-28073	1	0	0	1	0	0	11314	0	0	Phage_integrase,TnpA,Phage_integrase
1313.SAMEA1025044	1313.SAMEA1025044.CRLU01000050:2000-8003	1	0	0	1	0	0	6003	0	0	DDE_Tnp_1_4,Phage_integrase
28901.SAMN03360071	28901.SAMN03360071.MYWG01000029:2-51449	1	0	0	0	1	0	51447	1	16	Transposase_31,Int_P2
550.SAMEA2273178	550.SAMEA2273178.FKEL01000001:858-443904	1	0	0	1	0	0	443046	1	0	Phage_integrase,rve
1051347.SAMN01728945	1051347.SAMN01728945.AOET01000052:64295-117668	1	0	1	0	0	0	53373	16	0	ser_ce,rve
90105.SAMN02367974	90105.SAMN02367974.MXGE01000026:272-39241	2	0	0	1	0	0	38969	0	0	DDE_Tnp_IS1,DDE_Tnp_IS66,Phage_integrase
1185650.SAMEA2161499	1185650.SAMEA2161499.FVVM01000007:240826-298598	1	0	0	1	0	0	57772	0	0	Phage_integrase,Phage_integrase,Phage_integrase,TnpA,Phage_integrase
95486.SAMN05001954	95486.SAMN05001954.MUUV01000105:1-138223	1	0	1	0	0	0	138222	5	0	rve,DDE_Tnp_1
470.SAMN06111389	470.SAMN06111389.MSDB01000030:265-8459	1	0	0	0	1	0	8194	0	1	DDE_Tnp_ISL3,MobA_MobL
90370.SAMEA1572863	90370.SAMEA1572863.CJPR01000014:74466-148394	1	0	0	0	0	1	73928	6	21	Transposase_31,Int_P2
178901.SAMN03799276	178901.SAMN03799276.LHZF01000169:130-108160	1	0	0	0	1	0	108030	0	10	DDE_Tnp_1_2,Phage_integrase
1410824.SAMN02383744	1410824.SAMN02383744.JDGL01000013:297-40213	4	0	0	0	0	1	39916	0	0	DDE_Tnp_1,ser_lsr,rve,rve,DDE_Tnp_IS240
573.SAMN03280308	573.SAMN03280308.KQ088716:1485899-1572206	4	0	1	0	0	0	86307	4	0	Phage_integrase,DDE_Tnp_IS240,Phage_integrase,DDE_Tnp_IS240,DDE_Tnp_IS240,ser_ce
573.SAMN03280308	573.SAMN03280308.KQ088716:1024674-1067312	1	0	1	0	0	0	42638	18	0	Phage_integrase,DDE_Tnp_IS1,Phage_GPA
562.SAMN04009847	562.SAMN04009847.LIUW01000009:31257-69373	1	0	1	0	0	0	38116	18	0	ser_ce,Phage_GPA,Phage_integrase
562.SAMN04009847	562.SAMN04009847.LIUW01000009:58-3843	1	0	0	0	0	1	3785	0	0	rve_2,Int_SXT
1423141.SAMN02472100	1423141.SAMN02472100.AYSK01000010:102108-144337	2	0	0	0	0	1	42229	0	0	rve,DDE_Tnp_1,Int_SXT
1185650.SAMEA1969770	1185650.SAMEA1969770.FSMA01000003:75686-103877	1	0	0	0	0	1	28191	0	0	ser_ce,Int_Tn916
1185650.SAMEA1969770	1185650.SAMEA1969770.FSMA01000003:525-5966	1	0	0	0	0	1	5441	0	0	ser_ce,Int_Tn916
1736227.SAMN04151607	1736227.SAMN04151607.LMLM01000012:330781-527766	1	0	0	0	0	1	196985	0	0	DDE_Tnp_ISL3,Int_SXT
90370.SAMEA1572825	90370.SAMEA1572825.CGRK01000004:59201-98040	1	0	0	0	0	1	38839	0	0	Int_SXT,rve_3
796392.SAMN00189186	796392.SAMN00189186.ADWR01000049:1-33269	1	0	0	0	0	1	33268	6	0	DDE_Tnp_IS66,ser_ce
562.SAMN04002621	562.SAMN04002621.LODF01000020:395-8628	2	0	1	0	0	0	8233	2	0	Transposase_mut,Transposase_mut,Phage_integrase
1402743.SAMN02360900	1402743.SAMN02360900.KK065508:1-35009	1	0	0	0	0	1	35008	0	0	ser_lsr,rve
90370.SAMEA2145989	90370.SAMEA2145989.CJDE01000009:8755-42774	1	0	1	0	0	0	34019	13	0	rve,ser_ce
421054.SAMN04527044	421054.SAMN04527044.LUKC01000059:58-144202	3	0	0	1	0	0	144144	0	0	RitA,RitB,RitC,Myc
446.SAMEA2080683	446.SAMEA2080683.FJJA01000005:290-72116	4	0	0	0	1	0	71826	0	11	Phage_integrase,DDE_3,DDE_Tnp_ISL3,DDE_3,DDE_Tnp_Tn3,ser_ce,Relaxase,Phage_integrase
1413339.SAMN02391166	1413339.SAMN02391166.KK220980:283975-303337	2	0	0	0	1	0	19362	0	3	Int_Tn916,DDE_Tnp_1,DDE_Tnp_1
1412631.SAMN02385371	1412631.SAMN02385371.KK042085:1-60308	5	0	0	0	0	1	60307	0	0	DDE_Tnp_1,ser_lsr,rve,rve,DDE_Tnp_IS240,Transposase_20
1538.SAMN03459580	1538.SAMN03459580.LITT01000020:596-33429	1	0	0	0	0	1	32833	0	0	rve,ser_lsr
562.SAMN04880556	562.SAMN04880556.LWSE01000094:1-42551	1	0	0	0	0	1	42550	0	0	Int_SXT,rve
85569.SAMEA1483993	85569.SAMEA1483993.CTPI01000025:46492-53174	1	0	0	1	0	0	6682	0	0	Phage_integrase,DDE_Tnp_IS240
85569.SAMEA773639	85569.SAMEA773639.CTOP01000022:38-30360	1	0	0	0	0	1	30322	0	0	rve,Int_SXT
28142.SAMN03894158	28142.SAMN03894158.LHGO01000013:674-51312	2	0	0	0	1	0	50638	0	4	DDE_Tnp_1,Phage_integrase,Transposase_31,Relaxase
1116123.SAMN00829240	1116123.SAMN00829240.AQED01000116:43954-74918	2	0	0	0	0	1	30964	3	0	ser_ce,DDE_Tnp_IS1
573.SAMEA4370522	573.SAMEA4370522.FWIS01000012:249-195131	1	0	0	0	1	0	194882	0	10	DDE_Tnp_1_5,Phage_integrase
573.SAMN06461937	573.SAMN06461937.MZZR01000075:151-33434	4	0	0	0	1	0	33283	1	10	DDE_Tnp_1,rve,DDE_Tnp_Tn3,TnpR,TrwC
1340435.SAMN02440767	1340435.SAMN02440767.AXUZ01000014:206293-225663	2	0	0	1	0	0	19370	0	0	RitC,RitB,Phage_integrase
562.SAMN03177643	562.SAMN03177643.JWZH01000117:98-3306	1	0	0	0	0	1	3208	0	0	DDE_Tnp_1_5,Int_SXT
1433.SAMN05934567	1433.SAMN05934567.NFEP01000012:1-35767	2	0	0	0	1	0	35766	0	3	ser_ce,MobA_MobL,rve
1392.SAMN05511418	1392.SAMN05511418.MVKB01000025:196-44857	1	0	0	1	0	0	44661	0	0	Phage_integrase,ser_ce,DDE_Tnp_Tn3
1313.SAMEA1022798	1313.SAMEA1022798.CMTI01000026:52-26455	1	0	0	0	1	0	26403	0	1	Relaxase,DDE_Tnp_1,ser_lsr,ser_lsr,ser_lsr
1412466.SAMN02384187	1412466.SAMN02384187.CP007329:2754000-2793917	1	0	1	0	0	0	39917	16	0	Phage_GPA,Phage_integrase,rve_3,huh_y1
1412466.SAMN02384187	1412466.SAMN02384187.CP007329:1226394-1261881	1	0	1	0	0	0	35487	7	0	Phage_integrase,Phage_integrase,Phage_integrase,Transposase_mut
1422724.SAMN02404307	1422724.SAMN02404307.KK239599:34531-44909	1	0	0	0	0	1	10378	0	0	ser_lsr,DDE_Tnp_IS240
1185650.SAMEA2275671	1185650.SAMEA2275671.FSDN01000001:1414721-1442092	1	0	0	0	0	1	27371	0	0	Int_Tn916,ser_ce
1281056.SAMN01885768	1281056.SAMN01885768.KE699940:315422-489326	11	0	0	1	0	0	173904	0	0	Int_SXT,DDE_Tnp_1,rve,rve,rve,rve,rve_3,DDE_Tnp_IS1,DDE_Tnp_IS1,DDE_Tnp_IS66,DDE_Tnp_1,Phage_integrase,Phage_integrase,Transposase_31
1280.SAMEA3449043	1280.SAMEA3449043.FQFF01000007:69700-77123	1	0	0	1	0	0	7423	0	0	Phage_integrase,TnpA
90105.SAMN03894139	90105.SAMN03894139.LHFY01000013:300258-336017	1	0	1	0	0	0	35759	17	0	ser_ce,Phage_GPA,Phage_integrase
1280.SAMEA734763	1280.SAMEA734763.CTTT01000045:128-4158	1	0	0	1	0	0	4030	0	0	Phage_integrase,TnpA
1639.SAMN06472828	1639.SAMN06472828.NAUE01000012:113-60787	2	0	0	0	1	0	60674	0	3	ser_ce,DDE_Tnp_Tn3,rve,ser_ce
1169162.SAMN02441008	1169162.SAMN02441008.KB896428:177-9471	1	0	0	1	0	0	9294	0	0	Phage_integrase,DDE_Tnp_4
85569.SAMEA1521978	85569.SAMEA1521978.CTHL01000014:271-13136	2	0	0	1	0	0	12865	0	0	Phage_integrase,Transposase_mut,Transposase_mut
90370.SAMEA2149061	90370.SAMEA2149061.CJNH01000005:140201-179010	1	0	0	0	0	1	38809	0	0	rve_3,Int_SXT
562.SAMN03455811	562.SAMN03455811.LDDL01000041:207178-243337	1	0	1	0	0	0	36159	20	0	ser_ce,Phage_GPA,Phage_integrase
768491.SAMN02256518	768491.SAMN02256518.KB661119:81-129787	5	0	0	0	1	0	129706	0	16	rve,rve_3,rve,DDE_Tnp_Tn3,Phage_integrase,Relaxase,rve
686.SAMN03417811	686.SAMN03417811.LAEM01000011:1-77040	1	1	0	0	1	0	77039	0	15	rve,Integron
195.SAMEA3683458	195.SAMEA3683458.FBPC01000023:134-5083	1	0	0	1	0	0	4949	0	0	Phage_integrase,DDE_Tnp_IS1595
573.SAMN03280370	573.SAMN03280370.KQ089147:169-43411	2	0	0	0	1	0	43242	0	9	DDE_Tnp_Tn3,DDE_Tnp_Tn3,Relaxase,ser_ce,DDE_Tnp_IS240
562.SAMN04420781	562.SAMN04420781.LRLO01000155:7-101321	5	1	0	0	1	0	101314	0	18	Phage_integrase,Transposase_31,Relaxase,huh_y2,DDE_Tnp_Tn3,ser_ce,rve,rve,Integron,ser_ce,DDE_Tnp_Tn3
991942.SAMN00222981	991942.SAMN00222981.AGUS01000006:21496-29101	1	0	0	1	0	0	7605	0	0	Phage_integrase,DDE_Tnp_Tn3
1280.SAMN06698254	1280.SAMN06698254.NDLO01000009:355116-389045	1	0	0	0	0	1	33929	0	0	rve,ser_lsr
1833762.SAMN04633437	1833762.SAMN04633437.LWHK01000104:1-18817	1	0	0	1	0	0	18816	0	0	Myc,rve
1262449.SAMN02990137	1262449.SAMN02990137.CP009267:3417985-3611643	4	0	0	1	0	0	193658	0	0	rve,DDE_Tnp_1,huh_y2,Phage_integrase,TnpA
1262449.SAMN02990137	1262449.SAMN02990137.CP009267:987513-1021246	2	0	0	1	0	0	33733	0	0	Phage_integrase,TnpA,huh_y2
1262449.SAMN02990137	1262449.SAMN02990137.CP009267:2575152-2616059	1	0	1	0	0	0	40907	7	0	huh_y2,ser_lsr,Phage_integrase
1262449.SAMN02990137	1262449.SAMN02990137.CP009267:2765472-2853427	3	0	0	1	0	0	87955	0	0	Phage_integrase,cas1,DDE_5,PDDEXK_2
260554.SAMN05203409	260554.SAMN05203409.MBQV01000030:663301-738268	1	0	1	0	0	0	74967	6	0	Xer,ser_ce,ser_lsr
90370.SAMEA1406359	90370.SAMEA1406359.CILK01000003:59276-98092	1	0	0	0	0	1	38816	0	0	Int_SXT,rve_3
58097.SAMN03264991	58097.SAMN03264991.MYFY01000013:54709-69079	1	0	0	0	0	1	14370	0	0	ser_ce,Int_SXT
1412686.SAMN02385426	1412686.SAMN02385426.KK040672:301-16386	1	0	0	0	0	1	16085	0	0	ser_ce,Rep_1
1416915.SAMN03744001	1416915.SAMN03744001.CP006870:2049757-2088830	1	0	0	1	0	0	39073	0	0	Phage_integrase,Phage_integrase,Phage_integrase,rve
1416915.SAMN03744001	1416915.SAMN03744001.CP006870:5090024-5249080	9	0	0	0	1	0	159056	0	8	DDE_Tnp_1,rve,rve,Tn7_Tnp_TnsA_N,Phage_integrase,rve,DDE_Tnp_1,rve,rve,Tn7_Tnp_TnsA_N
1416915.SAMN03744001	1416915.SAMN03744001.CP006870:3577083-3631251	1	0	0	0	0	1	54168	0	0	Int_SXT,rve
1416915.SAMN03744001	1416915.SAMN03744001.CP006870:1677518-1713251	2	0	0	0	0	1	35733	0	0	Int_SXT,DDE_Tnp_IS66,rve
1416915.SAMN03744001	1416915.SAMN03744001.CP006870:2264258-2314185	1	0	0	1	0	0	49927	0	0	Phage_integrase,ser_ce
754089.SAMN00016450	754089.SAMN00016450.AFDZ01000018:174244-186883	1	0	0	1	0	0	12639	0	0	ser_ce,Phage_integrase
28141.SAMN06712282	28141.SAMN06712282.NCWP01000173:180-15151	1	0	0	1	0	0	14971	1	0	rve,Phage_integrase
666.SAMN06263902	666.SAMN06263902.MWFR01000011:21795-72791	1	0	0	1	0	0	50996	0	0	Int_SXT,Phage_integrase,rve
108619.SAMN04394899	108619.SAMN04394899.MODD01000095:113524-147675	1	0	1	0	0	0	34151	19	0	ser_ce,Phage_GPA,Phage_integrase
119602.SAMN05327337	119602.SAMN05327337.MATV01000007:152-39783	2	0	0	0	1	0	39631	0	2	DDE_Tnp_IS240,rve
28901.SAMN03358256	28901.SAMN03358256.MYRM01000010:207-65367	6	0	0	0	1	0	65160	0	4	Transposase_31,ser_ce,rve,DDE_3,huh_y1,Phage_integrase,rve
90370.SAMEA2145247	90370.SAMEA2145247.CJLS01000010:8755-42765	1	0	1	0	0	0	34010	14	0	rve,ser_ce
208962.SAMD00026647	208962.SAMD00026647.BBVM01000002:60364-201690	1	0	1	0	0	0	141326	19	0	Transposase_31,Phage_integrase,Phage_GPA
28141.SAMN06712279	28141.SAMN06712279.NCWE01000076:204-12254	2	0	0	1	0	0	12050	1	0	Transposase_mut,Transposase_mut,Phage_integrase,Int_SXT
1158712.SAMN00809054	1158712.SAMN00809054.KB821920:237-40568	2	0	0	1	0	0	40331	0	0	Phage_integrase,TnpA,ser_lsr,rve
1352.SAMN06020035	1352.SAMN06020035.MQAC01000073:434-10789	2	0	0	1	0	0	10355	0	0	DDE_Tnp_IS66,Transposase_mut,Phage_integrase
1280.SAMEA1317369	1280.SAMEA1317369.FGPM01000004:129092-163114	2	0	0	0	0	1	34022	0	0	DDE_Tnp_IS240,DDE_Tnp_1,ser_lsr
1715188.SAMN04498654	1715188.SAMN04498654.KV831440:37739-51165	1	0	0	1	0	0	13426	0	0	TnpA,Phage_integrase
1280.SAMEA1324654	1280.SAMEA1324654.CSHV01000013:3-25271	2	0	0	0	0	1	25268	0	0	DDE_Tnp_IS240,ser_lsr,DDE_Tnp_1
1313.SAMEA1024896	1313.SAMEA1024896.CIHN01000004:13411-94860	2	0	0	0	1	0	81449	0	6	Phage_integrase,Phage_integrase,huh_y1,Relaxase,Int_Tn916,DDE_Tnp_ISL3,Xer
1396.SAMN04046440	1396.SAMN04046440.LJJZ01000033:145885-578851	4	0	0	0	1	0	432966	0	2	Phage_integrase,rve,PDDEXK_2,OrfB_IS605,OrfB_IS605,Phage_integrase
562.SAMN04376790	562.SAMN04376790.LVOC01000069:764-19607	1	0	1	0	0	0	18843	3	0	rve,ser_ce
