specI	genomeID	kingdom	phylum	class	order	family	genus	species	assembly_status	Marker_lineage	checkM_completness	checkM_contamination
specI_v3_Cluster340	1280.SAMEA1466478	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466479	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466480	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.08
specI_v3_Cluster340	1280.SAMEA1466481	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466482	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.08
specI_v3_Cluster340	1280.SAMEA1466483	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466484	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466486	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.08
specI_v3_Cluster340	1280.SAMEA1466487	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466488	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466489	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466490	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466491	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466492	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466493	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466494	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.08
specI_v3_Cluster340	1280.SAMEA1466495	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466496	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466497	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.37	0.08
specI_v3_Cluster340	1280.SAMEA1466498	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466499	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466500	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466501	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466502	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466503	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466504	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466505	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466506	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.37	0.08
specI_v3_Cluster340	1280.SAMEA1466507	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466508	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466509	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.08
specI_v3_Cluster340	1280.SAMEA1466510	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466511	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466512	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466513	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466514	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466515	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466516	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466517	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466518	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466519	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466520	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466521	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466522	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466523	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466524	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466525	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.08
specI_v3_Cluster340	1280.SAMEA1466526	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466527	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466528	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466529	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466530	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466531	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466532	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466533	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466534	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466535	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466536	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466537	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466538	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466539	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466540	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.08
specI_v3_Cluster340	1280.SAMEA1466541	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466542	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1466543	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.64
specI_v3_Cluster340	1280.SAMEA1469533	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469534	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469535	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469536	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.47	0.22
specI_v3_Cluster340	1280.SAMEA1469538	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.48	0.22
specI_v3_Cluster340	1280.SAMEA1469539	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469540	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.44	0.22
specI_v3_Cluster340	1280.SAMEA1469541	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469542	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469543	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469544	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469545	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469546	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.4	0.22
specI_v3_Cluster340	1280.SAMEA1469547	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469548	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469549	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469550	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469551	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469552	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469553	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.29
specI_v3_Cluster340	1280.SAMEA1469554	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469555	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469556	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469557	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469558	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469559	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469560	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469561	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469562	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469563	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469564	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469565	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469566	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469567	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469568	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469569	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469570	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469571	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469572	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469573	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469574	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.78
specI_v3_Cluster340	1280.SAMEA1469575	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469576	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469577	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469578	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469579	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.24
specI_v3_Cluster340	1280.SAMEA1469580	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.47	0.22
specI_v3_Cluster340	1280.SAMEA1469581	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.08
specI_v3_Cluster340	1280.SAMEA1469582	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469583	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469584	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469585	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469586	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.41
specI_v3_Cluster340	1280.SAMEA1469587	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469588	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469589	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469590	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469591	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469592	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469593	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.24
specI_v3_Cluster340	1280.SAMEA1469594	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469595	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
specI_v3_Cluster340	1280.SAMEA1469596	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.32	0.8
specI_v3_Cluster340	1280.SAMEA1469597	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	WGS	g__Staphylococcus_(UID301)	99.51	0.22
